F1	0.819028486875211	 0.00209103520575193 	 0.248077798048546 
F2	0.720566730356383	 0.00118450809037755 	 0.036270386200994 
F3	0.557243094884654	 0.00118723600965419 	 0.955027120326855 
F4	1.18731040992814	 0.00112029892030834 	 0.13155488392004 
F5	0.894207190613749	 0.0010944222311662 	 0.776023859056395 
F6	0.684395377936332	 0.000885793356798836 	 0.562597502575805 
F7	1.27754108704197	 0.000829155212617749 	 0.846507426956003 
F8	0.365232428299219	 0.000817001785427347 	 0.695287105508536 
F9	0.0251045184215246	 0.000752519583572716 	 0.791649577293429 
F10	0.0341330057768943	 0.000679731193930511 	 0.0878606056195498 
