F1	0.528448383332994	 0.000664724583079386 	 0.257431809887293 
F2	0.361248505012371	 0.000575685643740248 	 0.555702825671167 
F3	0.439550222635213	 0.000486334962407129 	 0.369403897308299 
F4	0.469227064636851	 0.000319331422360015 	 0.66941548218165 
F5	0.418474493221307	 0.000186326138159427 	 0.984190209669204 
F6	0.251348521507068	 0.000162973665635201 	 0.173559917801677 
F7	0.0558971250533055	 0.000146455863983975 	 0.00384017920700511 
F8	0.355789975782083	 0.000132632073664719 	 0.219577045011819 
F9	0.343067987899876	 0.000126614102582959 	 0.673428677029988 
F10	0.204947126936382	 0.000126089669040378 	 0.699127454664926 
